user_uuid,question_code,question_text,question_number,category_id,category_name,option_id,option_select,option_code,option_text,block_number,created_at
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_1,How much time do you usually spend online each day (outside of schoolwork)?,,3,Online_Life,,A,3_1_A,A. Less than 1 hour,1,2025-08-21T06:09:43.024209
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_3,Do you think online friendships are “real friendships”?,,3,Online_Life,,A,3_3_A,"A. Yes, they’re just as real",1,2025-08-13T06:09:43.024217
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_6,"Pew Research Center (April 2025) reported: Teens acknowledge both positives and negatives: 74% say it’s enhanced friendships; 63% say it’s sparked creativity—but 39% feel overwhelmed by drama, and 31% pressured to post .  How does social media affect your mood? Then see others.",,3,Online_Life,,B,3_6_B,"B. Depends—some posts lift me up, others drain me.",2,2025-08-15T06:09:43.024231
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_9,How do you feel right before you post something?,,3,Online_Life,,C,3_9_C,C. Instant regret. Why’d I even post that?,2,2025-08-29T06:09:43.024234
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_10,What do you do after you post something?,,3,Online_Life,,B,3_10_B,"B. Say I don’t care, then secretly care",2,2025-08-28T06:09:43.024237
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_12,"When a post gets a lot of love, what do you think about next?",,3,Online_Life,,C,3_12_C,"C. I enjoy it, then move on",2,2025-08-22T06:09:43.024240
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_13,How real are your posts compared to your real life?,,3,Online_Life,,A,3_13_A,A. What you see is what you get.,2,2025-08-05T06:09:43.024243
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_7,What’s your main reason for posting anything?,,3,Online_Life,,D,3_7_D,D. Caught the mirror on a good day.,3,2025-08-24T06:09:43.024246
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_14,Has social media ever made you feel punished for being real?,,3,Online_Life,,C,3_14_C,Never.,3,2025-08-05T06:09:43.024264
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_11,How do you feel when people leave kind comments on your post?,,3,Online_Life,,A,3_11_A,A. Day = made,4,2025-08-17T06:09:43.024280
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_17,If your post didn’t get any likes... what’s your first thought?,,3,Online_Life,,D,3_17_D,D. I liked it. That’s enough,4,2025-08-11T06:09:43.024283
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_18,Do you ever scroll through your own old posts?,,3,Online_Life,,D,3_18_D,"D. Nah, makes me feel worse",4,2025-08-14T06:09:43.024285
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_25,What’s your relationship with deleting posts?,,3,Online_Life,,C,3_25_C,C. I keep the mess. It’s part of the vibe,4,2025-08-25T06:09:43.024288
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_19,When you see people’s happy posts…,,3,Online_Life,,D,3_19_D,"D. I like it, but yeah… kinda salty",5,2025-08-10T06:09:43.024292
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_20,What’s your energy when watching a friend go viral?,,3,Online_Life,,B,3_20_B,B. Gotta respect the hustle—even if it’s cringe,5,2025-08-24T06:09:43.024295
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_24,"How do you know you’ve emotionally graduated from a trend, with honors?",,3,Online_Life,,A,3_24_A,A. When you scroll past it like it’s your ex in the hallway,5,2025-08-01T06:09:43.024298
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_27,When you don’t post for a while…,,3,Online_Life,,OTHER,3_27_OTHER,Or maybe this is what’s real for me:,5,2025-08-08T06:09:43.024315
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_21,What’s your birthday vibe online?,,3,Online_Life,,C,3_21_C,C. I spend the whole day replying “thanks 😊” instead of living it,6,2025-08-03T06:09:43.024318
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_22,How do you feel when your birthday gets posted online by the platform (or others)?,,3,Online_Life,,A,3_22_A,A. Lowkey panic—what if no one says anything?,6,2025-08-12T06:09:43.024320
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_23,"When people post birthday edits on TikTok, do you ever feel weird about your own?",,3,Online_Life,,B,3_23_B,B. Makes me wish I filmed more,6,2025-08-20T06:09:43.024324
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_1,"No dress code, no shade. Style isn’t just what you wear—it’s a way to say “this is me” without talking.  What’s your dream outfit if no one could judge?",,4,Pinky,,OTHER,4_1_OTHER,Other,1,2025-07-31T06:09:43.024329
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_3,What color feels like “you” today?,,4,Pinky,,A,4_3_A,"A. Blush pink — soft, romantic, warm",1,2025-08-04T06:09:43.024332
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_5,What’s your favorite kind of quiet?,,4,Pinky,,OTHER,4_5_OTHER,Other,1,2025-08-21T06:09:43.024335
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_8,What’s a red flag you’d walk past with sunglasses on?,,4,Pinky,,C,4_8_C,C. Posts too many mirror selfies,1,2025-08-16T06:09:43.024338
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_9,What’s your personal theme song when you enter a room?,,4,Pinky,,E,4_9_E,E. Make your own at suno.com,1,2025-08-24T06:09:43.024341
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_2,"Lip gloss, mascara, or blush—you only get one?",,4,Pinky,,OTHER,4_2_OTHER,Other,2,2025-08-02T06:09:43.024344
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_6,What tiny thing makes you feel loved?,,4,Pinky,,D,4_6_D,D. Someone making you laugh when you needed it,2,2025-07-30T06:09:43.024347
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_7,"If you could bottle a moment and wear it as perfume, what would it be?",,4,Pinky,,D,4_7_D,"D. A memory you didn’t know was the last, but it was perfect",2,2025-08-28T06:09:43.024350
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_14,What’s a little thing that makes you feel pretty or powerful?,,4,Pinky,,A,4_14_A,A. Wearing something that’s totally me—even if no one else gets it.,2,2025-08-02T06:09:43.024355
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_4,"If your emotions had a scent, what would today’s be?",,4,Pinky,,A,4_4_A,A. Vanilla — cozy and gentle,3,2025-08-03T06:09:43.024359
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_10,👕👗 If you had to pick one outfit combo to see every day for a year—on yourself or your crush—which one wins?,,4,Pinky,,A,4_10_A,A. Oversized hoodie + biker shorts = comfort queen,3,2025-08-27T06:09:43.024363
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_11,What’s your “I woke up late” outfit —on yourself or your crush?,,4,Pinky,,OTHER,4_11_OTHER,Other,3,2025-08-19T06:09:43.024365
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_12,If you had to wear one for a year—shy but somehow magnetic—on yourself or your crush—which one wins?,,4,Pinky,,B,4_12_B,"B. Flowy top, vintage earrings, always a book in hand",3,2025-08-05T06:09:43.024369
e0fcda19-b5f0-48ab-9188-1290167ce8cf,4_13,💼 If you had to wear one vibe for a year—bossy but in denial——on yourself or your crush—which one wins?,,4,Pinky,,B,4_13_B,"B. Glossy hair, oversized tote, constantly saying ‘wait, hear me out’",3,2025-08-05T06:09:43.024371
e0fcda19-b5f0-48ab-9188-1290167ce8cf,5_3,🔵 What’s your personal theme song when you enter a room? (Lowkey Edition),,5,Lowkey,,A,5_3_A,A. 🎵The Neighborhood - Sweater Weather Slowed Down,1,2025-08-28T06:09:43.024385
e0fcda19-b5f0-48ab-9188-1290167ce8cf,5_5,Your friend sends a long message. You don’t know how to reply.,,5,Lowkey,,A,5_5_A,"A. 👍 counts, right?",1,2025-08-25T06:09:43.024394
e0fcda19-b5f0-48ab-9188-1290167ce8cf,5_7,What’s your best move when you’re being watched?,,5,Lowkey,,OTHER,5_7_OTHER,Or your secret move is:,1,2025-08-16T06:09:43.024397
e0fcda19-b5f0-48ab-9188-1290167ce8cf,5_9,👕👟 If you had to pick one outfit combo to see every day for a year—on yourself or your crush—which one wins? Lowkey,,5,Lowkey,,OTHER,5_9_OTHER,Other,1,2025-08-10T06:09:43.024400
e0fcda19-b5f0-48ab-9188-1290167ce8cf,5_10,What’s your “I’m not trying but still cute” go-to—on yourself or your crush? Lowkey,,5,Lowkey,,C,5_10_C,"C. Black tee, messy bedhead, and a very chill walk",1,2025-07-31T06:09:43.024403
e0fcda19-b5f0-48ab-9188-1290167ce8cf,5_6,Where do you usually sit when things feel too much?,,5,Lowkey,,OTHER,5_6_OTHER,You’ve got your own recharge spot:,2,2025-08-08T06:09:43.024415
e0fcda19-b5f0-48ab-9188-1290167ce8cf,5_8,What sound feels most like you?,,5,Lowkey,,D,5_8_D,D. Wind in your hoodie. No words needed.,2,2025-08-23T06:09:43.024418
e0fcda19-b5f0-48ab-9188-1290167ce8cf,5_11,🧲 If you had to wear one vibe for a year—lowkey nervous but somehow magnetic—on yourself or your crush—which one wins?,,5,Lowkey,,C,5_11_C,"C. Black tee, low eye contact, and the best taste in music on campus",2,2025-08-19T06:09:43.024423
e0fcda19-b5f0-48ab-9188-1290167ce8cf,5_12,💼 If you had to wear one vibe for a year—bossy but in denial——on yourself or your crush—which one wins?,,5,Lowkey,,D,5_12_D,"D. Graphic tee, notebook full of notes about other people’s ideas",2,2025-08-13T06:09:43.024425
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_7,Have you ever changed yourself to fit in? [playlist:spiral],,6,Personal,,D,6_7_D,"D. Nah. If they don’t vibe with the real me, that’s their issue.",1,2025-08-26T06:09:43.024460
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_32,What are you building right now that gives you energy or pride?,,6,Personal,,D,6_32_D,D. Honestly? I’m not building anything right now. Just trying to get through the day.,1,2025-08-06T06:09:43.024474
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_8,Who do you trust with your secrets?,,6,Personal,,A,6_8_A,A. A journal. I don’t feel safe enough to tell people.,2,2025-08-09T06:09:43.024477
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_27,If people go quiet when you walk by... what do you assume?,,6,Personal,,E,6_27_E,E. I don’t think twice.  I move on.,2,2025-08-29T06:09:43.024483
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_30,What do you want to remind yourself when people leave you out? [playlist:Rejection] [playlist:Believe],,6,Personal,,A,6_30_A,A. Their party isn’t my worth.,2,2025-08-06T06:09:43.024486
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_12,Where does your creativity show up most?,,6,Personal,,OTHER,6_12_OTHER,Other,4,2025-08-02T06:09:43.024532
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_13,What’s your favorite way to express yourself?,,6,Personal,,D,6_13_D,"D. Through how I look, move, or sound—music, style, or vibe.",4,2025-07-31T06:09:43.024535
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_22,What color best matches your mood right now?,,6,Personal,,B,6_22_B,"B. Red – intense, fired up, confident or mad",4,2025-08-27T06:09:43.024547
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_23,"If your thoughts had a soundtrack today, what would it sound like?",,6,Personal,,E,6_23_E,E. Silence.  Just ambient existential humming.,4,2025-08-25T06:09:43.024551
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_24,"If your mind was a weather forecast today, what would it say?",,6,Personal,,B,6_24_B,"B. Light breeze, clear skies, and good energy",4,2025-08-28T06:09:43.024554
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_20,How do you handle the pressure to be perfect?,,6,Personal,,D,6_20_D,"D. I ignore the pressure and do things my way, always.",5,2025-08-06T06:09:43.024581
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_21,What helps you calm down when life feels too big?,,6,Personal,,D,6_21_D,"D. Go outside, move my body, or just breathe differently.",5,2025-08-07T06:09:43.024584
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_4,Do you ever think about how the way you talk affects how clearly you get your point across?,,6,Personal,,B,6_4_B,"B. Sometimes. I talk how I talk, but I get that how you say things can matter.",6,2025-08-28T06:09:43.024587
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_5,This isn’t grammar police—we don’t care where commas go. We’re just asking… how many “likes” per sentence are you rocking these days? No shade. Just stats.,,6,Personal,,B,6_5_B,"B. I’m working on using fewer, but I still drop one now and then.",6,2025-08-20T06:09:43.024590
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_6,"You know when you say “you know”… and the other person doesn’t actually know? But you say it anyway… because it feels right? So how often do you, like, you know… say “you know”?  (This question is—you know—kind of genius.)",,6,Personal,,C,6_6_C,C. Only when I want someone to agree with me.,6,2025-08-03T06:09:43.024593
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_26,Do you ever feel like you’re on the outside looking in?,,6,Personal,,B,6_26_B,"B. I have people around, but I still feel disconnected.",7,2025-07-30T06:09:43.024596
e0fcda19-b5f0-48ab-9188-1290167ce8cf,6_34,"After homework, who do you usually spend time with?",,6,Personal,,OTHER,6_34_OTHER,Other,7,2025-08-06T06:09:43.024599
e0fcda19-b5f0-48ab-9188-1290167ce8cf,7_1,"Forgiveness isn’t a race. Fast, slow, or never—how you handle it is still a story worth telling.  Do you forgive fast, slow… or never?",,7,Healing,,D,7_1_D,D. I hold grudges like they’re family heirlooms.,1,2025-08-21T06:09:43.024645
e0fcda19-b5f0-48ab-9188-1290167ce8cf,7_3,Do you forgive yourself easily?,,7,Healing,,B,7_3_B,B. Eventually—once I understand why I did it.,1,2025-08-07T06:09:43.024657
e0fcda19-b5f0-48ab-9188-1290167ce8cf,8_3,"“When someone crosses the line, your body knows it—even if your face says nothing.”  [playlist:Believe]  What’s your go-to move when someone crosses the line?",,8,Defense,,A,8_3_A,A.  Fake laugh and disappear,1,2025-08-15T06:09:43.024702
e0fcda19-b5f0-48ab-9188-1290167ce8cf,8_4,You get one line to shut down a hater—what is it?,,8,Defense,,C,8_4_C,C. “I hope your day gets better. You clearly need it.”,1,2025-08-18T06:09:43.024705
e0fcda19-b5f0-48ab-9188-1290167ce8cf,8_12,"If someone tries to bring drama, what’s your signature move?",,8,Defense,,A,8_12_A,A.  Laugh and walk away,1,2025-08-22T06:09:43.024715
e0fcda19-b5f0-48ab-9188-1290167ce8cf,8_13,No judgment—everyone handles tension their own way. Some pause. Some pounce. Some panic and joke. What’s your go-to rhythm?  We’re not clocking you like it’s the Olympics—just curious what your survival setting is. How many seconds do you pause before replying—especially with difficult people?,,8,Defense,,D,8_13_D,D. I wait 3 seconds and then respond.,1,2025-08-10T06:09:43.024718
e0fcda19-b5f0-48ab-9188-1290167ce8cf,8_5,"1 in 5 teens experienced bullying.  You see someone being physically bullied in the hallway—like shoved, blocked, or grabbed. What do you do?",,8,Defense,,A,8_5_A,A. I act like I didn’t notice and keep walking.,2,2025-08-26T06:09:43.024721
e0fcda19-b5f0-48ab-9188-1290167ce8cf,8_6,"If you see someone being verbally bullied, what do you do?",,8,Defense,,OTHER,8_6_OTHER,Other,2,2025-08-11T06:09:43.024723
e0fcda19-b5f0-48ab-9188-1290167ce8cf,8_7,"Let’s say someone starts physically bullying you—like shoving, hitting, or threatening you. What do you think you’d do?",,8,Defense,,C,8_7_C,"C. I’d take a deep breath, stare at them, and shout, “Stop!” Then I’d get away.",2,2025-08-11T06:09:43.024727
e0fcda19-b5f0-48ab-9188-1290167ce8cf,8_8,"If someone’s byllied you—insulting, mocking, or spreading rumors. How would you respond?",,8,Defense,,C,8_8_C,C. I would make a joke to change the subject so no one sees I’m upset.,2,2025-08-16T06:09:43.024730
e0fcda19-b5f0-48ab-9188-1290167ce8cf,8_9,If someone left a mean comment on your post... what would you do?,,8,Defense,,B,8_9_B,B. I’d delete it—but it would still hurt.,2,2025-08-07T06:09:43.024733
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_1,Every house has a rhythm—what was yours? Vibes speak even when people don’t. Summer shows how people fit (or don’t)  What was your family vibe this summer?,,9,Family,,OTHER,9_1_OTHER,Other,1,2025-08-22T06:09:43.024747
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_2,Do you talk about your day or interesting topics during dinner?,,9,Family,,C,9_2_C,"C. No, we just eat quietly or scroll.",1,2025-08-10T06:09:43.024749
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_3,Have you ever lied to your parents?,,9,Family,,A,9_3_A,Yes,1,2025-08-18T06:09:43.024752
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_4,How often do you lie in general?,,9,Family,,B,9_4_B,Rare,1,2025-08-27T06:09:43.024755
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_5,"If you ever hide the truth from your parents, what are you usually hiding?",,9,Family,,D,9_5_D,D. Parties / drinking / vaping,1,2025-08-13T06:09:43.024758
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_6,"When you avoid telling someone the full truth, what’s usually about this person?",,9,Family,,OTHER,9_6_OTHER,Other,1,2025-07-30T06:09:43.024761
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_7,What makes you feel safe enough to tell someone the whole truth?,,9,Family,,D,9_7_D,D. I can trust them not to use it against me later.,1,2025-08-29T06:09:43.024766
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_8,"Sibling energy is real—whether it’s war, peace, or just awkward silence. Some bonds are loud. Some are quiet. All of them shape you.  What’s the dynamic you know too well?",,9,Family,,A,9_8_A,A. I try to stay out of their way.,1,2025-08-07T06:09:43.024768
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_23,Some things are hard to say out loud—but they still matter. Feeling misunderstood can make even love feel heavy. [playlist:Family]  What do you wish your parent understood about you?,,9,Family,,E,9_23_E,"E. I don’t always tell the truth—not to lie, but to avoid disappointment or being judged.",1,2025-08-29T06:09:43.024771
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_22,"You don’t always say it out loud—but it still leaks out. Some teens hide. Some shut down. Some start fights.  When something hurts, what do you actually do at home?",,9,Family,,OTHER,9_22_OTHER,Other,2,2025-08-18T06:09:43.024775
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_9,"Every family has tension—loud or quiet, it shows up. Some people rush in. Some shut down. Some disappear. There’s no perfect way to handle it—but your pattern comes from somewhere—and it matters.  When someone in your family is upset, what do you do?",,9,Family,,C,9_9_C,C. I get frustrated—it’s not my job to fix everything.,3,2025-08-14T06:09:43.024782
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_10,Every house argues—it’s part of being human. But how it starts… and how it ends… tells you a lot. What’s the script you know by heart?  How do arguments usually go in your house?,,9,Family,,C,9_10_C,C. I yell. They yell. It never ends well.,3,2025-08-17T06:09:43.024785
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_11,Most tension starts small—until it builds into something big. It’s not just what people fight about—it’s what goes unsaid that builds pressure.  What sparks it most where you live?,,9,Family,,A,9_11_A,A. Little things that pile up until someone snaps.,3,2025-08-27T06:09:43.024788
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_12,Every couple fights—it’s part of being close. But how they argue teaches you something: What respect looks like. Whether people take responsibility. Whether things get repaired—or just buried.  How do your parents argue?,,9,Family,,C,9_12_C,C. They talk it out calmly,3,2025-08-11T06:09:43.024792
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_14,Every household has repeat fights—like a playlist stuck on loop.  What do your parents usually argue about?,,9,Family,,A,9_14_A,A. Money,3,2025-08-20T06:09:43.024805
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_15,"Parents don’t always say what’s really going on. But you feel it—through their moods, their tone, their silence.  What do you think is weighing on them lately?",,9,Family,,D,9_15_D,D. They talk a lot about sacrifice—and want me to make it all worth it.,3,2025-08-14T06:09:43.024808
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_16,"Even if it’s not your fight, it affects you. Some teens hide. Some freeze. Some jump in.  What’s your instinct when the room goes tense?",,9,Family,,C,9_16_C,C. Yell at them to shut up. That’s how they treat me and my siblings.,3,2025-08-03T06:09:43.024811
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_17,"The kitchen CEO has the power: they choose the menu, set the vibe, control the spice level, and who complains about it.. Curious how your setup compares to others? You’re about to help build the stats.  Who cooks in your home most of the time?",,9,Family,,D,9_17_D,D. Me,4,2025-08-09T06:09:43.024814
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_18,How’s the mess level in your house vs your room?,,9,Family,,C,9_18_C,C. About the same—messy or clean,4,2025-08-29T06:09:43.024818
e0fcda19-b5f0-48ab-9188-1290167ce8cf,9_20,"Some people get paid for chores. Some get paid for grades. Some get… nothing. Allowance rules say a lot about how families see effort, trust, and money. Curious how your setup compares to others? You’re about to help build the stats.  Is your allowance based on anything?",,9,Family,,A,9_20_A,A. Housework,4,2025-08-29T06:09:43.024829
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_3,What’s stopping you from using AI more?,,10,Future,,C,10_3_C,C. I’m not allowed to use it,1,2025-08-13T06:09:43.024854
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_4,What is your plan with AI?,,10,Future,,A,10_4_A,A. Build it.,1,2025-08-26T06:09:43.024857
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_5,"If you chose to build it or use it, which role sounds most like you?",,10,Future,,A,10_5_A,"A. Builder (make apps, games, tools, or new AI): Build the tech — AI engineer, developer, machine learning",1,2025-08-16T06:09:43.024860
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_6,Should we stop AI?,,10,Future,,C,10_6_C,C.  Not sure.,1,2025-08-14T06:09:43.024863
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_8,"If you could make good money without a degree, would you skip college? No one path fits all. But asking these questions early? That’s what smart people do.",,10,Future,,B,10_8_B,B  Maybe—but I’d feel pressure from my family,2,2025-08-06T06:09:43.024874
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_9,Should you learn to weld and make $150k underwater?,,10,Future,,B,10_9_B,B.  Maybe—but only if it’s near a city. I still want a social life.,2,2025-08-05T06:09:43.024877
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_10,Plumbing: one of the last jobs robots can’t do (yet). Would you?,,10,Future,,A,10_10_A,A.  Yeah—job security matters.,2,2025-08-23T06:09:43.024880
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_11,Plenty of sunshine. Plenty of weeds. No robots in sight (yet). Jobs like hand-weeding are open. Would you take one?,,10,Future,,OTHER,10_11_OTHER,Other,2,2025-08-02T06:09:43.024882
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_12,How much would you want to be paid per year to pull weeds?,,10,Future,,B,10_12_B,"B  $30,001–$50,000",2,2025-08-09T06:09:43.024885
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_13,"How much do you think workers like this (e.g., weeding by hand) are usually paid per year?",,10,Future,,B,10_13_B,"B.  $30,001–$40,000",2,2025-08-09T06:09:43.024888
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_14,"Even before AI hit the job market, over half of young adults (18–29) were still living with their parents. If jobs stay flaky and rent keeps climbing, what’s your Plan B?",,10,Future,,C,10_14_C,"C. If there’s UBI (see next question): Team up: shared rent, shared chores, shared Costco card",2,2025-07-31T06:09:43.024891
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_15,"When AI does the work, humans still need to eat. Should the government step in—or let it play out? Your ideas now could shape what happens next. This isn’t a quiz—it’s a fork in the road.",,10,Future,,OTHER,10_15_OTHER,Other,2,2025-08-10T06:09:43.024895
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_16,"Let’s say you got $1,000/month UBI, no strings attached. Would it be survival? Freedom? Strategy? What’s your real plan?",,10,Future,,OTHER,10_16_OTHER,Other,2,2025-08-20T06:09:43.024898
e0fcda19-b5f0-48ab-9188-1290167ce8cf,10_17,"If AI is so powerful—like, powerful enough to take everyone’s job—why can’t it earn $100K a year for everyone?",,10,Future,,B,10_17_B,B  Maybe someday… but not if we don’t make it happen. “My World My Say” means we don’t just answer questions—we question the assumption. Here is my chance to make it happen.,2,2025-08-15T06:09:43.024902
