user_uuid,question_code,question_text,question_number,category_id,category_name,option_id,option_select,option_code,option_text,block_number,weight,created_at
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_12,"Heartbreak doesn’t follow rules. Whether you cried, created, or just kept going—you showed up for yourself. And that matters. When your crush likes someone else",,1,Love,,A,1_12_A,A. Scheduled a breakdown. Showed up on time.,2,1.0,2025-08-06T06:09:43.023951
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_12,"Heartbreak doesn’t follow rules. Whether you cried, created, or just kept going—you showed up for yourself. And that matters. When your crush likes someone else",,1,Love,,B,1_12_B,B. Sent a dramatic text. No follow-up.,2,1.0,2025-08-06T06:09:43.023951
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_12,"Heartbreak doesn’t follow rules. Whether you cried, created, or just kept going—you showed up for yourself. And that matters. When your crush likes someone else",,1,Love,,E,1_12_E,E. I healed via carbs. No notes.,2,1.0,2025-08-06T06:09:43.023951
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_12,"Heartbreak doesn’t follow rules. Whether you cried, created, or just kept going—you showed up for yourself. And that matters. When your crush likes someone else",,1,Love,,D,1_12_D,D. Turned it into fiction. Gave myself the better ending.,2,1.0,2025-08-06T06:09:43.023951
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_14,"If someone likes you but you don’t feel the same, what do you do?",,1,Love,,C,1_14_C,C. I joke through it so no one cries. Especially me.,2,1.0,2025-08-13T06:09:43.023967
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_14,"If someone likes you but you don’t feel the same, what do you do?",,1,Love,,A,1_14_A,A. I fade like Wi-Fi in a tunnel.,2,1.0,2025-08-13T06:09:43.023967
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_14,"If someone likes you but you don’t feel the same, what do you do?",,1,Love,,OTHER,1_14_OTHER,Other,2,1.0,2025-08-13T06:09:43.023967
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_23,"If your love life was a playlist, what’s the title?",,1,Love,,C,1_23_C,C. “This One Feels Real”,2,1.0,2025-08-27T06:09:43.023974
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_23,"If your love life was a playlist, what’s the title?",,1,Love,,D,1_23_D,D. “It Was a Crush… Until It Wasn’t”,2,1.0,2025-08-27T06:09:43.023974
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_3,Real safety isn’t just about avoiding harm—it’s about feeling free to be yourself. You deserve people who don’t just like you—but protect your peace. What makes you feel safe with someone?,,1,Love,,C,1_3_C,C. No games. No signals. Just real.,3,1.0,2025-08-16T06:09:43.023980
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_5,Real love isn’t about perfect. It’s about the little weird things that make someone feel weirdly right. What’s your crush ick you secretly find cute?,,1,Love,,OTHER,1_5_OTHER,Else,3,1.0,2025-08-25T06:09:43.023984
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_5,Real love isn’t about perfect. It’s about the little weird things that make someone feel weirdly right. What’s your crush ick you secretly find cute?,,1,Love,,D,1_5_D,D. That one hoodie? Always. Still cute.,3,1.0,2025-08-25T06:09:43.023984
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper? You’re not asking for too much. You’re just done playing chill when you need real.,,1,Love,,OTHER,1_11_OTHER,Other,3,1.0,2025-08-09T06:09:43.023990
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper? You’re not asking for too much. You’re just done playing chill when you need real.,,1,Love,,D,1_11_D,D. Go quiet the second things get real.,3,1.0,2025-08-09T06:09:43.023990
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper? You’re not asking for too much. You’re just done playing chill when you need real.,,1,Love,,E,1_11_E,E. Make me feel clingy for wanting actual connection.,3,1.0,2025-08-09T06:09:43.023990
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_25,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,,1,Love,,B,1_25_B,B. They get upset when I need space,3,1.0,2025-08-03T06:09:43.023996
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_25,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,,1,Love,,D,1_25_D,D. Keep testing me like I have to prove it.,3,1.0,2025-08-03T06:09:43.023996
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_25,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,,1,Love,,OTHER,1_25_OTHER,Other,3,1.0,2025-08-03T06:09:43.023996
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_26,What’s one “How do people even get married?” moment you’ve seen or lived?,,1,Love,,A,1_26_A,A. One person needs 47 texts a day. The other? “Seen at 3:42 PM.”,3,1.0,2025-08-18T06:09:43.024003
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_26,What’s one “How do people even get married?” moment you’ve seen or lived?,,1,Love,,D,1_26_D,D. One says “I love you” in words. The other says it by making sure your tires are inflated.,3,1.0,2025-08-18T06:09:43.024003
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_16,"Ghosting doesn’t mean you’re unworthy—it means they didn’t know how to show up. You don’t have to carry their silence like it’s your fault.  If someone ghosted you, what would you tell yourself?",,1,Love,,OTHER,1_16_OTHER,Other,4,1.0,2025-08-21T06:09:43.024009
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_16,"Ghosting doesn’t mean you’re unworthy—it means they didn’t know how to show up. You don’t have to carry their silence like it’s your fault.  If someone ghosted you, what would you tell yourself?",,1,Love,,B,1_16_B,B. It’s probably my fault. I must’ve said something weird.,4,1.0,2025-08-21T06:09:43.024009
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_17,Sometimes it’s not the breakup—it’s the after. The silence. The space. The stories you’ll never get to ask. You’re allowed to miss what mattered. [playlist:Breakup]  What hurts most after a breakup?,,1,Love,,OTHER,1_17_OTHER,Something else that stings:,4,1.0,2025-08-17T06:09:43.024014
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_17,Sometimes it’s not the breakup—it’s the after. The silence. The space. The stories you’ll never get to ask. You’re allowed to miss what mattered. [playlist:Breakup]  What hurts most after a breakup?,,1,Love,,A,1_17_A,A. Not knowing if they ever meant it at all.,4,1.0,2025-08-17T06:09:43.024014
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_17,Sometimes it’s not the breakup—it’s the after. The silence. The space. The stories you’ll never get to ask. You’re allowed to miss what mattered. [playlist:Breakup]  What hurts most after a breakup?,,1,Love,,B,1_17_B,B. One day we were everything. Now we’re strangers.,4,1.0,2025-08-17T06:09:43.024014
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_21,Sometimes love ends before the truth arrives. That doesn’t mean you failed—it means you grew. Even the wrong story can teach you what kind of love is right.  Have you ever realized later that the relationship wasn’t right for you?,,1,Love,,B,1_21_B,"B. Yes. Looking back, I’m actually thankful it ended.",4,1.0,2025-07-30T06:09:43.024023
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_13,"Moving on isn’t one path—it’s a mess of thoughts, feelings, masks, and moments. You don’t need to do it perfectly. Just honestly.  What made your old love finally feel… less loud?",,1,Love,,OTHER,1_13_OTHER,Other,5,1.0,2025-08-03T06:09:43.024033
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_13,"Moving on isn’t one path—it’s a mess of thoughts, feelings, masks, and moments. You don’t need to do it perfectly. Just honestly.  What made your old love finally feel… less loud?",,1,Love,,A,1_13_A,A. Time,5,1.0,2025-08-03T06:09:43.024033
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_13,"Moving on isn’t one path—it’s a mess of thoughts, feelings, masks, and moments. You don’t need to do it perfectly. Just honestly.  What made your old love finally feel… less loud?",,1,Love,,B,1_13_B,"B. Journal, meditation, self-reflection and fully process my emotions, forgiveness, and gratitude",5,1.0,2025-08-03T06:09:43.024033
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_13,"Moving on isn’t one path—it’s a mess of thoughts, feelings, masks, and moments. You don’t need to do it perfectly. Just honestly.  What made your old love finally feel… less loud?",,1,Love,,E,1_13_E,"E.  A new chapter in life outside romance.  I poured energy back into myself—my goals, my joy, my life.",5,1.0,2025-08-03T06:09:43.024033
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_18,How do you act around someone who broke your heart?,,1,Love,,B,1_18_B,"B. I act polite but keep it short. No drama, no attention.",5,1.0,2025-08-21T06:09:43.024042
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_18,How do you act around someone who broke your heart?,,1,Love,,A,1_18_A,A. Ghost mode. I’ll pretend I don’t see them and pray they do the same.,5,1.0,2025-08-21T06:09:43.024042
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_18,How do you act around someone who broke your heart?,,1,Love,,C,1_18_C,"C. I go full chill. Jokes, good hair day, unbothered. Let them wonder.",5,1.0,2025-08-21T06:09:43.024042
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_18,How do you act around someone who broke your heart?,,1,Love,,OTHER,1_18_OTHER,Other,5,1.0,2025-08-21T06:09:43.024042
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_19,Some things never got said. That doesn’t mean they weren’t true. You still get to speak your version—even if they never hear it. What do you wish you could say to the person who broke your heart?,,1,Love,,A,1_19_A,"A. Was any of it real, or was I just convenient?",5,1.0,2025-08-22T06:09:43.024049
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_19,Some things never got said. That doesn’t mean they weren’t true. You still get to speak your version—even if they never hear it. What do you wish you could say to the person who broke your heart?,,1,Love,,D,1_19_D,D. You still cross my mind more than I admit.,5,1.0,2025-08-22T06:09:43.024049
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_20,Breakups don’t always end at goodbye. Sometimes the hardest part is what comes after—the part you watch from afar. However you react—it’s okay. You’re still healing. What do you do when your ex starts dating someone new?,,1,Love,,OTHER,1_20_OTHER,Other,5,1.0,2025-08-04T06:09:43.024055
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_20,Breakups don’t always end at goodbye. Sometimes the hardest part is what comes after—the part you watch from afar. However you react—it’s okay. You’re still healing. What do you do when your ex starts dating someone new?,,1,Love,,B,1_20_B,B. Wish them the best (out loud) and secretly hope my person’s way better.,5,1.0,2025-08-04T06:09:43.024055
e0fcda19-b5f0-48ab-9188-1290167ce8cf,1_20,Breakups don’t always end at goodbye. Sometimes the hardest part is what comes after—the part you watch from afar. However you react—it’s okay. You’re still healing. What do you do when your ex starts dating someone new?,,1,Love,,A,1_20_A,A. Cry in private and pretend I didn’t see the post.,5,1.0,2025-08-04T06:09:43.024055
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_2,What makes someone a real friend?,,2,Friends,,C,2_2_C,"C. We’re still tight, even with space.",1,1.0,2025-08-03T06:09:43.024069
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_2,What makes someone a real friend?,,2,Friends,,OTHER,2_2_OTHER,Other that makes someone real to me:,1,1.0,2025-08-03T06:09:43.024069
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_2,What makes someone a real friend?,,2,Friends,,B,2_2_B,B. They’ve got my back—and call me out too.,1,1.0,2025-08-03T06:09:43.024069
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_2,What makes someone a real friend?,,2,Friends,,D,2_2_D,D. No drama. They just show up.,1,1.0,2025-08-03T06:09:43.024069
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_4,What kind of friend are you?,,2,Friends,,B,2_4_B,"B. Ride or die. If you’re my person, I’m not leaving.",1,1.0,2025-08-14T06:09:43.024078
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_3,What does loyalty mean to you in a friendship?,,2,Friends,,B,2_3_B,"B. Telling me the truth, even if I won’t love it.",2,1.0,2025-08-25T06:09:43.024093
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,C,2_5_C,C. I joked it off. Didn’t mean it didn’t hurt.,2,1.0,2025-08-13T06:09:43.024098
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,OTHER,2_5_OTHER,Something else I felt or did:,2,1.0,2025-08-13T06:09:43.024098
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,A,2_5_A,A. I kind of pulled back. It stung.,2,1.0,2025-08-13T06:09:43.024098
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,D,2_5_D,"D. I used it as fuel. If they did it, I can too.",2,1.0,2025-08-13T06:09:43.024098
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,A,2_6_A,A. I don’t think they really see me—I’m kind of just… there.,2,1.0,2025-08-12T06:09:43.024107
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,D,2_6_D,D. They like me when I’m helpful or funny. Not just me.,2,1.0,2025-08-12T06:09:43.024107
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,OTHER,2_6_OTHER,Something else I’ve felt:,2,1.0,2025-08-12T06:09:43.024107
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,B,2_6_B,B. They’re nice. But we’re not clicking anymore.,2,1.0,2025-08-12T06:09:43.024107
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_7,"If your friend made you feel invisible in a group, what would you do?",,2,Friends,,OTHER,2_7_OTHER,Also this:,2,1.0,2025-08-11T06:09:43.024117
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_9,What do you do when a friend breaks your trust?,,2,Friends,,A,2_9_A,A. I shut down. It’s hard for me to trust again after that.,2,1.0,2025-08-17T06:09:43.024122
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_9,What do you do when a friend breaks your trust?,,2,Friends,,C,2_9_C,"C. I joke it off, but yeah—it stings.",2,1.0,2025-08-17T06:09:43.024122
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_10,Do you believe in second chances with friends?,,2,Friends,,B,2_10_B,B. Yes—if they own what they did and try to rebuild trust.,2,1.0,2025-08-17T06:09:43.024129
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_10,Do you believe in second chances with friends?,,2,Friends,,C,2_10_C,"C. No. If they broke it once, they’re done.",2,1.0,2025-08-17T06:09:43.024129
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_10,Do you believe in second chances with friends?,,2,Friends,,A,2_10_A,A. Maybe—if they show they’ve changed.  But I’m still nervous.,2,1.0,2025-08-17T06:09:43.024129
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,D,2_11_D,"D. Bummed, but maybe it just wasn’t my place.",3,1.0,2025-08-20T06:09:43.024136
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,E,2_11_E,E. Whatever. I hope they had fun without my sparkling personality.,3,1.0,2025-08-20T06:09:43.024136
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_12,"When you feel left out, what helps the most?",,2,Friends,,A,2_12_A,"A. One person seeing me and saying, “You in?”",3,1.0,2025-08-18T06:09:43.024146
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_13,"If your friend left you out, what did you do?",,2,Friends,,C,2_13_C,C. I stalked the chat like a detective—was it a miss or a message?,3,1.0,2025-08-03T06:09:43.024150
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_13,"If your friend left you out, what did you do?",,2,Friends,,A,2_13_A,A. I played with someone else and—plot twist—I had fun.,3,1.0,2025-08-03T06:09:43.024150
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_14,Why do you think you were left out?,,2,Friends,,C,2_14_C,C. No clue. That’s what stings.,3,1.0,2025-08-02T06:09:43.024156
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_14,Why do you think you were left out?,,2,Friends,,B,2_14_B,B. Maybe I’ve been MIA too... I’ll check myself.,3,1.0,2025-08-02T06:09:43.024156
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_14,Why do you think you were left out?,,2,Friends,,OTHER,2_14_OTHER,Or maybe something else hit different:,3,1.0,2025-08-02T06:09:43.024156
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_15,What do you want to happen next time?,,2,Friends,,A,2_15_A,"A. If it’s real, include me. If not, I’m good.",3,1.0,2025-07-31T06:09:43.024163
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_15,What do you want to happen next time?,,2,Friends,,OTHER,2_15_OTHER,Something else I’m hoping for:,3,1.0,2025-07-31T06:09:43.024163
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_15,What do you want to happen next time?,,2,Friends,,D,2_15_D,"D. I pull up on a pony like, “Y’all miss me or what?”",3,1.0,2025-07-31T06:09:43.024163
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_16,"Left out? Okay. Now watch me choose my character arc.  When you’re left out, what kind of person do you want to be anyway?",,2,Friends,,B,2_16_B,B. I go find my people. Real ones.,3,1.0,2025-08-21T06:09:43.024170
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_16,"Left out? Okay. Now watch me choose my character arc.  When you’re left out, what kind of person do you want to be anyway?",,2,Friends,,C,2_16_C,C. I admit it hurt. That’s how I heal.,3,1.0,2025-08-21T06:09:43.024170
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_16,"Left out? Okay. Now watch me choose my character arc.  When you’re left out, what kind of person do you want to be anyway?",,2,Friends,,A,2_16_A,A. I want to stay kind—even when it stings.,3,1.0,2025-08-21T06:09:43.024170
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_16,"Left out? Okay. Now watch me choose my character arc.  When you’re left out, what kind of person do you want to be anyway?",,2,Friends,,D,2_16_D,D. I get rich and buy the playground. With snacks.,3,1.0,2025-08-21T06:09:43.024170
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_23,When a friend chose someone else over you,,2,Friends,,D,2_23_D,"D. I launched a comeback tour—solo, but still iconic.",4,1.0,2025-07-30T06:09:43.024189
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_23,When a friend chose someone else over you,,2,Friends,,B,2_23_B,B. I made a new playlist: “Better Without Them (Remix).”,4,1.0,2025-07-30T06:09:43.024189
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_23,When a friend chose someone else over you,,2,Friends,,C,2_23_C,C. I starred in a one-person group chat called “Thriving.”,4,1.0,2025-07-30T06:09:43.024189
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_24,**“Being seen” isn’t about attention. It’s about recognition.** Which kind do you want more of this year?  What’s one way a friend could make you feel seen this year?,,2,Friends,,C,2_24_C,C. Including me without making a big deal about it.,4,1.0,2025-08-14T06:09:43.024196
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_24,**“Being seen” isn’t about attention. It’s about recognition.** Which kind do you want more of this year?  What’s one way a friend could make you feel seen this year?,,2,Friends,,A,2_24_A,A. Actually noticing when something’s off—and saying so.,4,1.0,2025-08-14T06:09:43.024196
e0fcda19-b5f0-48ab-9188-1290167ce8cf,2_24,**“Being seen” isn’t about attention. It’s about recognition.** Which kind do you want more of this year?  What’s one way a friend could make you feel seen this year?,,2,Friends,,D,2_24_D,"D. Telling me the truth, even if it’s awkward.",4,1.0,2025-08-14T06:09:43.024196
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_2,Where do you spend most of your online time? (Pick 2),,3,Online_Life,,D,3_2_D,"D. Social platforms (TikTok, Instagram, etc.)",1,1.0,2025-08-09T06:09:43.024212
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_4,What do you like most about being online?,,3,Online_Life,,B,3_4_B,B. Entertainment and fun,1,1.0,2025-08-07T06:09:43.024220
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_5,"Why do you not use certain apps or platforms (like Instagram, TikTok, Snapchat)?",,3,Online_Life,,C,3_5_C,My parents don’t allow it,1,1.0,2025-08-03T06:09:43.024225
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_8,Who do you feel you have to be on social media?,,3,Online_Life,,OTHER,3_8_OTHER,Your alter ego here:,3,1.0,2025-08-11T06:09:43.024249
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_8,Who do you feel you have to be on social media?,,3,Online_Life,,B,3_8_B,"B. A glowy, soft-filtered version who drinks iced matcha and never blinks.",3,1.0,2025-08-11T06:09:43.024249
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_8,Who do you feel you have to be on social media?,,3,Online_Life,,A,3_8_A,A. The “LOL” version of me—every post a punchline.,3,1.0,2025-08-11T06:09:43.024249
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_8,Who do you feel you have to be on social media?,,3,Online_Life,,C,3_8_C,C. A safer me. Less weird. More… algorithm-friendly.,3,1.0,2025-08-11T06:09:43.024249
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_15,When your friends post photos from something you weren’t invited to…,,3,Online_Life,,C,3_15_C,"C. Oh, they wanted me to see it. Message received.",3,1.0,2025-08-05T06:09:43.024267
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_15,When your friends post photos from something you weren’t invited to…,,3,Online_Life,,D,3_15_D,D. Mute. Scroll. Inner monologue: “I’m fine.”,3,1.0,2025-08-05T06:09:43.024267
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_16,How do you feel when people respond less to your post than theirs?,,3,Online_Life,,B,3_16_B,"B. Not jealous, just... okay yeah, jealous.",3,1.0,2025-08-09T06:09:43.024274
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_16,How do you feel when people respond less to your post than theirs?,,3,Online_Life,,C,3_16_C,"C. I act chill, but I’m counting likes like calories.",3,1.0,2025-08-09T06:09:43.024274
e0fcda19-b5f0-48ab-9188-1290167ce8cf,3_16,How do you feel when people respond less to your post than theirs?,,3,Online_Life,,OTHER,3_16_OTHER,Be real: what actually goes through your head?,3,1.0,2025-08-09T06:09:43.024274
